"","Pot","Acquisition_date","Batch_number","height_2d_mm","height_mm","proj_area_2d_mm2","area_mm2","volume_mm3","tGmRmB","n_tGmRmB","GmR","nGmR","G","nG","rgr_height","rgr_vol","rgr_area","iou","Cabinet","Cabinet_side","Treatment","Base_trt","Nitrogen","NConc","Seasol","SDilution","Sowing_date","DAS","Teatment","Height_manual","SPAD"
"661",59,20180730,10301,18.6991368681,10.0513,24.6076955502433,8.23642,0.529874,0.187308,0.181082,0.147024,0.308037,0.312914,0.419568,0.193139833277348,0.296324078775052,0.259157677096055,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",18,2.1,25,NA
"662",59,20180801,10463,23.9114391144,18.1215,40.808982720825,169.074,33.8602,0.197368,0.193947,0.145768,0.310021,0.30965,0.426193,0.294698549636042,2.07867815995538,1.51088535270714,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",20,2.1,31,NA
"663",59,20180806,10634,25.5637707948,25.4759,88.5818775390374,344.677,80.3004,0.201243,0.206693,0.144998,0.319544,0.301596,0.432947,0.0681267657185663,0.172706863779654,0.14245425153999,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",25,2.1,34,NA
"664",59,20180808,10796,47.2388059701,47.8864,153.561518433925,543.912,142.225,0.205931,0.220693,0.139359,0.318459,0.291699,0.440125,0.315549316010367,0.285817854188176,0.228089861228122,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",27,2.1,54,38.6
"665",59,20180813,10958,43.0959752322,54.8767,158.3799986101,1224.84,438.012,0.196542,0.22069,0.13658,0.326237,0.280401,0.440101,0.027251462231037,0.224967199324942,0.162355606627734,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",32,2.1,63,45.7
"666",59,20180815,11120,63.3190709046,68.0006,361.740972151608,2346.82,924.918,0.18908,0.222471,0.130954,0.326214,0.268681,0.441101,0.107213839126125,0.373729388836415,0.325125498527519,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",34,2.1,73,46.5
"667",59,20180820,11327,71.3907692308,20.7522,714.641214674517,158.937,32.7779,0.181045,0.22663,0.124272,0.327251,0.253189,0.443243,NA,NA,NA,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",39,2.1,80,47.8
"668",59,20180822,11419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",41,2.1,86,44.9
"669",59,20180827,11509,83.57802874745,92.6193,1396.61723285933,11470.9,6126.4,0.190413,0.228315,0.123635,0.310306,0.266906,0.444182,NA,NA,NA,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",46,2.1,97,44.3
"670",59,20180829,11569,88.6096807415,97.5299,1608.06201151592,12786.9,6137.09,0.186794,0.228321,0.121246,0.309598,0.262496,0.444149,0.0258307271983567,0.00087169335218551,0.0543039078652292,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",48,2.1,103,43.6
"671",59,20180903,11649,90.8823529412,97.7563,2066.36318760808,25040.6,15261.6,0.198744,0.236434,0.125076,0.308432,0.270793,0.448403,0.000463729851735017,0.182197836238781,0.13441545965007,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",53,2.1,103,43
"672",59,20180905,11684,110.661840745,118.431,2420.02928598258,31733,20305.4,0.192422,0.233875,0.120306,0.302804,0.26444,0.447096,0.0959264327938456,0.14277349544322,0.118429320633098,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",55,2.1,126,44.2
"673",59,20180910,11754,94.099378882,101.701,2773.60733092808,42450.9,26540.7,0.187192,0.221734,0.12,0.296645,0.271186,0.440831,NA,0.0535585086626444,0.0581981930147354,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",60,2.1,108,42.7
"674",59,20180912,11789,120.248190279,131.711,3469.11354694608,61958.4,48378.6,0.181018,0.222745,0.112025,0.286878,0.264298,0.44137,0.129286496286101,0.300189081673419,0.189057539078762,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",62,2.1,134,44.5
"675",60,20180725,10130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",13,2.1,17,NA
"676",60,20180730,10301,13.7607891492,14.486,16.54066655923,1.32946,0.0540576,0.15921,0.158908,0.146191,0.32355,0.301173,0.408465,NA,NA,NA,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",18,2.1,18,NA
"677",60,20180801,10463,16.2730627306,17.7113,30.7091917321492,109.043,25.1236,0.18958,0.190608,0.145709,0.317338,0.30452,0.424723,0.100510094091808,3.07075638883479,2.20348472754974,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",20,2.1,22,NA
"678",60,20180806,10634,36.40480591495,37.4017,101.974666958207,387.314,90.1674,0.199872,0.214651,0.143022,0.328461,0.291015,0.437099,0.149502660795233,0.255572059847704,0.253498686741479,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",25,2.1,43,NA
"679",60,20180808,10796,50.06529850745,51.238,164.572783818758,679.65,172.195,0.196691,0.216992,0.138563,0.32616,0.283126,0.438221,0.157382643163803,0.323479806447601,0.281171113112366,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",27,2.1,58,37.9
"680",60,20180813,10958,36.01393188855,44.6287,168.435364328235,1349.74,466.025,0.195,0.22506,0.135411,0.332255,0.272692,0.442323,NA,0.199122345037576,0.137217860102058,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",32,2.1,71,45
"681",60,20180815,11120,50.0611246944,53.862,450.929953753033,2658.17,988.319,0.19021,0.227699,0.130322,0.330296,0.263858,0.443774,0.0940240350873218,0.375883119686867,0.338862967399741,NA,1,"LHS",2.2,"Hoaglands Solution","Nitrogen","100","Seasol","1/400","12/07/2018",34,2.1,60,43.1
"682",61,20180725,10139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",13,3,9,NA
"683",61,20180730,10310,10.37185003075,5.3376,8.904924920547,11.0301,0.952703,0.158361,0.16251,0.142813,0.325377,0.292044,0.410259,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",18,3,16,NA
"684",61,20180801,10472,17.3353846154,18.7833,24.33670721894,107.36,21.7075,0.185942,0.195456,0.142215,0.32359,0.291812,0.427109,0.629096031725486,1.56305494714096,1.13777988690796,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",20,3,24,NA
"685",61,20180806,10634,37.3197781885,39.0814,85.1100003074966,288.311,68.9033,0.210255,0.218785,0.14418,0.322651,0.297316,0.439139,0.146535694658116,0.231009249884144,0.197570417078616,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",25,3,45,NA
"686",61,20180808,10805,39.63099631,42.883,126.632186040483,652.24,171.31,0.189428,0.217447,0.134425,0.32948,0.272405,0.438479,0.0464144132590247,0.455385354184491,0.408186416869103,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",27,3,48,NA
"687",61,20180813,10958,48.1114551084,61.3982,175.281507299058,1305.02,456.558,0.222102,0.23347,0.144736,0.322765,0.298227,0.446719,0.0717810083521249,0.196048192978249,0.13871221059104,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",32,3,73,44.6
"688",61,20180815,11120,57.3227383863,61.3209,408.608613650083,2315.35,826.551,0.200042,0.227586,0.135278,0.326762,0.276266,0.443735,NA,0.296772937856421,0.286671248843854,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",34,3,77,45.1
"689",62,20180725,10139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",13,3,22,NA
"690",62,20180730,10310,14.1057160418,15.0407,26.7905332532,81.2493,9.83725,0.177,0.183927,0.139429,0.314108,0.292962,0.421216,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",18,3,18,NA
"691",62,20180801,10472,22.5415384615,24.1837,47.0192378698292,234.45,49.8943,0.181906,0.203566,0.134707,0.322094,0.277734,0.431361,0.237459496256301,0.811865283657998,0.529860069873739,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",20,3,28,NA
"692",62,20180806,10643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",25,3,56,NA
"693",62,20180808,10805,43.0627306273,45.3879,227.477269168425,1250.29,369.272,0.193582,0.22011,0.135218,0.328139,0.275136,0.439908,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",27,3,51,NA
"694",62,20180813,10967,59.7040690506,62.4382,533.269894263667,2989.72,1133.39,0.200605,0.233604,0.133945,0.329662,0.27159,0.446885,0.0637863435712689,0.224286984163866,0.174360842625252,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",32,3,67,45.3
"695",62,20180815,11129,77.5938461538,82.5142,696.701200473334,4392.33,1785.94,0.191119,0.22724,0.130137,0.327329,0.26546,0.443558,0.139396566092231,0.227365872780544,0.192340050232002,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",34,3,88,46.7
"696",62,20180820,11327,92.6307692308,22.6897,1335.26803313583,598.75,147.646,0.179925,0.229482,0.122373,0.329056,0.249355,0.444691,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",39,3,106,50.8
"697",62,20180822,11419,96.5673175745,101.29,1605.47721417617,12127.3,5672.95,0.17861,0.231663,0.121576,0.332618,0.244784,0.445785,0.748038306338962,1.82432351343987,1.5041851199066,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",41,3,110,47.6
"698",62,20180827,11509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",46,3,111,51.8
"699",62,20180829,11569,101.122554068,111.28,3154.68379610183,67912.1,41116.1,0.155734,0.226964,0.108766,0.334387,0.218749,0.443323,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",48,3,117,53.1
"700",63,20180725,10139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",13,3,10,NA
"701",63,20180730,10310,23.42655193605,8.8415,21.8335666678908,28.8421,2.88783,0.173426,0.182299,0.141225,0.325092,0.288226,0.420249,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",18,3,28,NA
"702",63,20180801,10472,20.2984615385,20.4923,37.0877879289941,144.495,25.8262,0.18482,0.189871,0.143517,0.323014,0.295152,0.424216,0.420296330158178,1.0954420627481,0.805704389788945,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",20,3,25,NA
"703",63,20180806,10643,32.6617375231,35.0213,108.779943009629,512.658,122.083,0.198044,0.215541,0.139204,0.323489,0.286222,0.437437,0.107181448396847,0.310662332151144,0.253272810261074,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",25,3,37,NA
"704",63,20180808,10805,49.01291512915,52.6242,157.835652088075,794.002,222.21,0.20555,0.220236,0.139896,0.32013,0.2901,0.439867,0.203609821086634,0.299460869704647,0.218738511976293,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",27,3,58,NA
"705",63,20180813,10967,62.1454993835,65.4967,373.718566649075,2240.75,770.2,0.205555,0.226155,0.140945,0.329083,0.286055,0.443029,0.0437647339411719,0.2486054681375,0.207495986020364,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",32,3,78,45.2
"706",63,20180815,11129,74.88,80.1353,526.78453207105,3467.88,1356.46,0.198855,0.228071,0.135431,0.329277,0.274926,0.444058,0.100858348214225,0.282991711315681,0.218366412494086,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",34,3,82,47.3
"707",63,20180820,11327,85.0707692308,32.2561,1008.65675928994,366.652,66.5537,0.189045,0.231614,0.127092,0.328759,0.259017,0.445866,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",39,3,91,49
"708",63,20180822,11419,69.4655704008,74.2744,947.654642986825,4856.9,2076.79,0.181065,0.225919,0.126048,0.334976,0.252884,0.442789,0.417029585292674,1.72028478540355,1.29187124198731,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",41,3,78,46.1
"709",63,20180827,11509,79.7433264887,88.6886,1762.75711096275,23327,13141.2,0.161211,0.218219,0.116907,0.341539,0.232193,0.439133,0.0354730029432522,0.368985780134338,0.313842222731122,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",46,3,87,52.7
"710",63,20180829,11569,90.9268795057,100.499,2076.11141486192,30682.7,15190,0.156929,0.220324,0.1128,0.338817,0.225062,0.440124,0.0625082096283758,0.0724424917600528,0.137043744937764,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",48,3,104,54.3
"711",63,20180903,11649,94.3653250774,103.321,2694.0737714345,58475.4,44678.7,0.156113,0.228885,0.109385,0.341011,0.217383,0.444378,0.00553857392962929,0.215771912275545,0.128981435027008,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",53,NA,NA,NA
"712",63,20180905,11684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",55,3,111,53.1
"713",63,20180910,11754,98.1055900621,106.209,5254.32889838333,135710,197130,0.148005,0.238077,0.100461,0.341827,0.199573,0.449139,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",60,3,108,52.9
"714",63,20180912,11789,114.477766287,126.408,6163.65970511875,171760,287884,0.146777,0.238216,0.0991377,0.339616,0.197739,0.449182,0.0870529599346836,0.189347105821763,0.117788948738623,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",62,3,131,50.2
"715",64,20180725,10139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",13,3,18,NA
"716",64,20180730,10310,16.9268592502,17.0622,23.4234495183275,39.7087,3.82785,0.17226,0.183327,0.140625,0.325945,0.287287,0.420835,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",18,3,23,NA
"717",64,20180801,10472,15.9507692308,16.3908,26.6972676923083,103.466,12.9572,0.154301,0.174341,0.133853,0.331482,0.270325,0.416342,NA,0.609674165164702,0.478836374529851,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",20,3,22,NA
"718",64,20180806,10643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",25,3,38,NA
"719",64,20180808,10805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",27,3,50,NA
"720",64,20180813,10967,62.6448828607,66.7624,330.876010686892,1772.12,624.775,0.187917,0.221302,0.131867,0.331485,0.266241,0.440471,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",32,3,72,40.6
"721",64,20180815,11129,60.5907692308,64.6158,469.004429822458,2750.33,1041.94,0.18489,0.222208,0.129963,0.331803,0.262159,0.440959,NA,0.255724027080344,0.219772167249388,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",34,3,68,46
"722",64,20180820,11327,72.5538461538,16.5139,923.331800236716,159.195,26.698,0.172065,0.220801,0.12222,0.332928,0.246284,0.44021,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",39,3,82,53.3
"723",64,20180822,11419,65.6731757451,67.1494,1014.11818218326,5746.11,2172.22,0.174159,0.219432,0.124349,0.334246,0.249606,0.439401,0.701358768600427,2.19945815441266,1.79307425861314,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",41,3,77,49.1
"724",64,20180827,11509,83.5318275154,93.5627,1975.83994430142,29761.4,17517.2,0.16238,0.223475,0.115413,0.33707,0.230303,0.441503,0.0663423624152886,0.417486713861553,0.328937829548624,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",46,3,95,56.5
"725",64,20180829,11569,86.6632337796,95.4986,2344.40329811717,39831.1,21617.7,0.162314,0.228513,0.113055,0.336301,0.226029,0.444212,0.010239893953627,0.105164584094387,0.145717881158442,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",48,3,99,55
"726",64,20180903,11654,84.1365046536,91.2217,3434.23647642067,103001,94689.6,0.154894,0.231364,0.108322,0.341093,0.214954,0.445588,NA,0.295418350020462,0.190018136546866,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",53,3,97,56.9
"727",64,20180905,11689,85.3464322647,89.8789,4041.73690953483,108017,146616,0.150741,0.23054,0.105086,0.338671,0.209984,0.445146,NA,0.218606375169999,0.0237749626120056,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",55,3,98,55.6
"728",64,20180910,11759,96.4020618557,106.443,4665.28326867917,167556,210344,0.122232,0.199047,0.0940133,0.32354,0.194329,0.428849,0.0338292843806476,0.0721854723450768,0.0878058003207354,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",60,3,113,53.9
"729",64,20180912,11794,110.124223602,120.494,6126.04432699358,194985,384088,0.141575,0.232064,0.0977155,0.338009,0.195756,0.445894,0.0619951642773509,0.301063703629382,0.0758025043900163,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",62,3,130,56.8
"730",65,20180725,10139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",13,3,10,NA
"731",65,20180730,10310,8.878303626305,1.0924,6.421902748223,2.65516,0.178901,0.16119,0.162121,0.140676,0.312301,0.297569,0.410242,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",18,3,14,NA
"732",65,20180801,10472,11.0215384615,4.3595,8.48187266272242,12.8531,1.1796,0.138466,0.139862,0.13306,0.298966,0.298303,0.399263,0.69199013063416,0.943049048363573,0.788540055425441,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",20,3,16,NA
"733",65,20180806,10643,18.7985212569,20.0096,34.9700270943475,176.334,38.9741,0.184466,0.200343,0.143054,0.333575,0.291164,0.429846,0.304770957301022,0.699544384998555,0.523758979303779,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",25,3,25,NA
"734",65,20180808,10805,28.36715867155,30.173,68.1706914393817,332.131,92.0215,0.20246,0.214446,0.143997,0.327721,0.293563,0.436945,0.205367663181498,0.429562461223441,0.316574772751405,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",27,3,35,NA
"735",65,20180813,10967,40.64426633785,43.7702,169.550080885342,976.305,322.335,0.193791,0.219147,0.138528,0.334554,0.278011,0.439424,0.0744011471556517,0.250713826400799,0.21564911363819,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",32,3,47,NA
"736",65,20180815,11129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",34,3,50,46.8
"737",66,20180725,10139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",13,3,15,NA
"738",66,20180730,10310,13.96742470805,13.693,26.4638104149808,84.5963,10.2844,0.164451,0.181925,0.134599,0.322902,0.277699,0.420221,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",18,3,21,NA
"739",66,20180801,10472,19.7723076923,21.5861,35.5452156213008,168.645,26.0915,0.15061,0.178962,0.12653,0.326109,0.2588,0.418691,0.227582417837294,0.465490703384861,0.344952691719327,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",20,3,27,NA
"740",66,20180806,10643,38.0406654344,40.2713,119.111806027678,600.64,148.795,0.184111,0.214089,0.132405,0.328958,0.26863,0.436825,0.124717893482695,0.348191985779096,0.254039967905662,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",25,3,44,NA
"741",66,20180808,10805,40.6826568266,43.9963,170.806957285408,877.746,268.176,0.193482,0.221481,0.13312,0.326307,0.272065,0.440633,0.0442332415175857,0.294536980850507,0.189680752266888,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",27,3,50,NA
"742",66,20180813,10967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",32,3,66,41.9
"743",66,20180815,11129,84.0738461538,89.6509,603.5516222485,3636.19,1613.57,0.20508,0.235471,0.134568,0.326708,0.274751,0.447913,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",34,3,84,45.4
"744",66,20180820,11327,88.7261538462,35.4045,1084.16079905343,643.319,115.729,0.190205,0.234803,0.126136,0.326814,0.258059,0.447525,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",39,3,100,45.6
"745",66,20180822,11419,81.4902363823,83.4776,1356.50181836617,8223.44,3495.14,0.195047,0.237741,0.128273,0.327729,0.26102,0.448996,0.428869700844884,1.70393873003473,1.2740515894007,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",41,3,96,44.3
"746",66,20180827,11509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",46,3,112,44.8
"747",66,20180829,11569,98.7126673532,108.624,2776.46820354642,32549.9,18124.9,0.18797,0.241113,0.12086,0.323021,0.249855,0.450871,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",48,3,110,49.7
"748",67,20180725,10139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",13,3,29,NA
"749",67,20180730,10310,23.81376767055,25.485,38.8390913325375,71.5889,7.99811,0.174045,0.18066,0.14167,0.319663,0.293461,0.419492,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",18,3,28,NA
"750",67,20180801,10472,23.3723076923,25.1408,66.5567062721892,298.532,64.4628,0.188617,0.198607,0.140154,0.320244,0.290394,0.428753,NA,1.04344152473318,0.71396854787568,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",20,3,30,NA
"751",67,20180806,10643,55.3974121996,59.7947,202.983136930667,1027.64,290.391,0.200155,0.214719,0.140736,0.32477,0.289046,0.437034,0.173285000762511,0.301027995500015,0.247228612072644,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",25,3,65,NA
"752",67,20180808,10805,64.8708487085,69.6945,304.34971609865,1633.82,534.338,0.198144,0.220492,0.136724,0.324753,0.280363,0.440048,0.0766021883870209,0.304900153396455,0.231827960051555,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",27,3,74,NA
"753",67,20180813,10967,78.3477188656,83.4264,697.555307455558,4187.63,1668.39,0.193835,0.227514,0.132243,0.328888,0.268616,0.443686,0.0359686801993218,0.227717154202117,0.188242822038861,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",32,3,87,43.3
"754",67,20180815,11129,74.3261538462,77.6431,876.522555266275,6020.21,2694.76,0.189116,0.229514,0.128205,0.328897,0.260934,0.444722,NA,0.239725028517944,0.181493600493906,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",34,3,86,47.5
"755",67,20180820,11327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",39,3,91,51.8
"756",67,20180822,11419,84.4501541624,91.0479,1931.07684458825,16305.6,7889.19,0.168007,0.222106,0.117843,0.329876,0.23873,0.440734,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",41,3,96,49.9
"757",67,20180827,11509,99.840862423,111.172,3020.25486836358,52590,39823.8,0.156216,0.226246,0.108705,0.33197,0.21975,0.442878,0.0399385619783059,0.323794251104927,0.234203476101792,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",46,3,116,51.8
"758",67,20180829,11569,102.234809475,112.999,3546.14028240183,68878,54190.3,0.150361,0.224093,0.105098,0.32967,0.213913,0.441786,0.00815020878345507,0.154018601062035,0.134905418046012,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",48,3,117,53.4
"759",68,20180725,10139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",13,3,21,NA
"760",68,20180730,10310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",18,3,17,NA
"761",68,20180801,10472,10.1076923077,10.8536,6.50517869822458,39.0637,4.88283,0.089626,0.0505181,0.107062,0.138635,0.463448,0.356241,NA,NA,NA,NA,2,"RHS",3,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",20,3,15,NA
